#f	lead1	lead2	lead3	lead4	lead5	lead6	lead7	lead8	lead9	lead10	lead11	lead12
157.05	0.000183236	1.1466	1.20531	3.22587	4.64131	3.49794	14.2112	3.70078	48.4254	204.943	618.486	0
157.551	0.000507967	1.05061	0.967618	2.46979	2.52415	0.289508	0.123317	4.48356	9.09923	5.80974	74.3806	0
158.053	0.000210497	1.13553	1.19633	3.19623	4.597	3.46671	14.0264	3.80199	442.651	539.758	1743.47	0
158.555	0.00049879	1.0389	0.957225	2.44289	2.49706	0.288266	0.129958	4.44729	801.598	444.831	1439.45	0
159.057	0.000208063	1.12084	1.18128	3.15615	4.54021	3.41824	13.8195	3.89924	110.473	153.601	659.938	0
159.558	0.000497463	1.02663	0.945751	2.41385	2.46827	0.285638	0.133842	4.40179	141.311	608.346	2457.11	0
160.06	0.00020556	1.10945	1.16915	3.12342	4.49098	3.38146	13.6318	3.9964	380.568	55.165	1062.2	0
160.562	0.000488543	1.01504	0.935267	2.38779	2.443	0.286434	0.141571	4.38004	573.491	219.674	73.5515	0
161.064	0.000198658	1.09483	1.1532	3.08194	4.43183	3.33117	13.4245	4.08501	100.608	138.496	21.1612	0
161.565	0.0004819	1.00354	0.924977	2.36109	2.416	0.283333	0.144934	4.32828	295.023	411.682	536.727	0
162.067	0.000205738	1.08437	1.14313	3.05318	4.38843	3.2985	13.2518	4.17707	478.391	319.627	441.314	0
162.569	0.000494209	0.993647	0.913587	2.33488	2.38809	0.28204	0.151892	4.29672	290.812	171.203	27.8372	0
163.071	0.000191889	1.07002	1.12691	3.01126	4.32886	3.24845	13.0541	4.26344	18.4621	263.214	36.0502	0
163.572	0.000462646	0.981377	0.905327	2.31027	2.3655	0.281027	0.156122	4.26058	330.506	690.126	202.232	0
164.074	0.000188353	1.06018	1.11641	2.98278	4.28464	3.21712	12.8946	4.35233	538.354	643.911	132.207	0
164.576	0.000464374	0.970997	0.895238	2.28511	2.34078	0.280127	0.162761	4.23398	167.046	51.7887	173.423	0
165.078	0.000188024	1.04707	1.10273	2.9465	4.2341	3.17574	12.7032	4.43064	38.9049	11.2082	151.509	0
165.58	0.000459735	0.959988	0.885144	2.25972	2.31549	0.278043	0.166809	4.193	368.202	124.342	137.869	0
166.081	0.000181867	1.03688	1.09159	2.91666	4.1882	3.14044	12.5466	4.52363	398.285	156.846	107.337	0
166.583	0.00045663	0.950309	0.876377	2.23738	2.29308	0.277883	0.173431	4.16616	97.5256	106.312	666.429	0
167.085	0.000180728	1.02393	1.07815	2.87988	4.13507	3.10038	12.3714	4.601	139.796	575.065	2119.71	0
167.587	0.000448875	0.939459	0.86655	2.21357	2.26893	0.275938	0.177702	4.12972	541.435	170.271	951.036	0
168.088	0.000169372	1.01382	1.06652	2.85028	4.09156	3.06354	12.213	4.68127	224.002	257.082	433.1	0
168.59	0.000435749	0.930511	0.858831	2.19268	2.24908	0.276957	0.185217	4.10494	14.2244	525.081	978.014	0
169.092	0.000173497	1.0015	1.05412	2.81604	4.04192	3.0231	12.0395	4.75028	168.939	416.881	1174.48	0
169.594	0.000444928	0.919093	0.847567	2.16482	2.22136	0.272767	0.188087	4.06311	690.429	165.68	493.716	0
170.095	0.000166746	0.992802	1.04453	2.79049	4.00392	2.99416	11.8983	4.82939	206.79	28.347	159.341	0
170.597	0.00043132	0.910276	0.840038	2.14568	2.20197	0.274538	0.19588	4.03783	34.774	448.159	776.783	0
171.099	0.000160814	0.979817	1.03055	2.75405	3.95155	2.95205	11.7272	4.89786	175.292	109.092	564.281	0
171.601	0.000432743	0.900168	0.830469	2.12127	2.17907	0.271448	0.199334	3.99628	586.768	468.21	551.199	0
172.102	0.000163895	0.971794	1.02263	2.73141	3.91601	2.92471	11.5951	4.96449	249.041	630.63	1556.06	0
172.604	0.000420554	0.891502	0.823013	2.10163	2.15948	0.271876	0.20656	3.97204	167.609	0.582031	546.467	0
173.106	0.000161382	0.959994	1.0101	2.69825	3.86944	2.886	11.4323	5.02482	329.146	188.074	184.407	0
173.608	0.000417236	0.881974	0.814242	2.07933	2.13733	0.269995	0.209917	3.92846	310.26	214.233	99.6817	0
174.109	0.000149573	0.9506	0.999714	2.66914	3.82697	2.85619	11.2973	5.09099	180.254	720.17	883.159	0
174.611	0.000395787	0.87375	0.807769	2.06129	2.12021	0.2713	0.218036	3.90582	219.145	102.637	402.598	0
175.113	0.000153679	0.940403	0.988847	2.6417	3.78622	2.82059	11.1461	5.13996	565.586	165.468	397.278	0
175.615	0.000410023	0.863997	0.79771	2.03718	2.09468	0.267613	0.219215	3.85394	134.305	4.07076	52.1876	0
176.116	0.000153483	0.932342	0.980529	2.61879	3.75179	2.79442	11.022	5.19817	60.1042	485.915	423.904	0
176.618	0.000403616	0.855613	0.790356	2.01844	2.07646	0.268198	0.226569	3.82394	114.935	530.377	416.365	0
177.12	0.000148926	0.920856	0.968038	2.5862	3.7066	2.75613	10.8695	5.23979	615.667	261.189	84.0129	0
177.622	0.0004019	0.84669	0.781989	1.99753	2.05649	0.266457	0.231208	3.78377	137.512	16.6793	27.1106	0
178.123	0.000146263	0.912518	0.959229	2.56206	3.67031	2.72988	10.7452	5.28771	40.2673	362.974	705.55	0
178.625	0.000399988	0.837862	0.773745	1.97676	2.03662	0.265679	0.238662	3.75174	42.0566	482.708	671.102	0
179.127	0.000145211	0.902146	0.948402	2.53316	3.62846	2.69507	10.6047	5.32558	396.75	81.8891	22.6223	0
179.629	0.000389142	0.830402	0.766845	1.95998	2.01538	0.265489	0.240486	3.70179	170.539	191.876	400.039	0
180.13	0.000145817	0.898322	0.944304	2.52133	3.60621	2.68286	10.5118	5.35979	92.4861	19.6476	2.57501	0
180.632	0.00038313	0.822267	0.760193	1.94155	2.00156	0.265543	0.249455	3.67848	148.811	105.722	336.724	0
181.134	0.000145052	0.884464	0.929916	2.48347	3.55274	2.63605	10.3495	5.39606	124.964	92.1311	25.2355	0
181.636	0.000384992	0.813628	0.751833	1.92096	1.98097	0.263307	0.251949	3.62976	142.689	281.408	523.37	0
182.137	0.000136816	0.877354	0.92178	2.46204	3.52357	2.61451	10.242	5.42928	85.0692	299.217	151.359	0
182.639	0.000376711	0.807029	0.746468	1.90758	1.96731	0.265089	0.260139	3.59778	315.31	133.236	648.382	0
183.141	0.000134822	0.86677	0.910104	2.43084	3.47997	2.57707	10.1014	5.44848	9.68274	350.309	1069.08	0
183.643	0.000372158	0.798239	0.738083	1.88553	1.94652	0.262229	0.262309	3.54707	118.392	17.5776	135.37	0
184.145	0.000135221	0.860207	0.903813	2.41331	3.452	2.55811	10.0009	5.47641	19.6645	208.183	566.782	0
184.646	0.000372221	0.791532	0.732031	1.87051	1.93106	0.263546	0.270638	3.51986	343.813	50.5418	618.605	0
185.148	0.000136999	0.851054	0.89473	2.38779	3.41018	2.52725	9.87114	5.47892	32.4429	58.9603	659.731	0
185.65	0.000363449	0.783622	0.724665	1.85176	1.91311	0.262132	0.273191	3.46925	141.739	141.2	252.987	0
186.152	0.000126179	0.843888	0.885853	2.36626	3.38238	2.50269	9.76738	5.50803	11.6742	560.556	709.613	0
186.653	0.000366054	0.776153	0.718074	1.83521	1.89638	0.261896	0.280035	3.43727	223.763	547.181	519.621	0
187.155	0.000125849	0.835273	0.877098	2.34176	3.34733	2.47583	9.65509	5.51905	73.0094	136.054	79.1307	0
187.657	0.000360018	0.768358	0.710811	1.81653	1.8783	0.259804	0.281688	3.38584	149.538	4.63383	17.5476	0
188.159	0.000128273	0.82808	0.869684	2.32165	3.31767	2.45295	9.54729	5.52996	88.4836	144.614	88.6882	0
188.66	0.000363328	0.761747	0.704452	1.80118	1.86411	0.261497	0.290565	3.36064	91.4114	200.532	143.879	0
189.162	0.00012688	0.818484	0.859536	2.2947	3.27999	2.42052	9.42672	5.5333	94.6311	121.206	180.491	0
189.664	0.000354224	0.754306	0.697744	1.7836	1.84598	0.258634	0.291954	3.31062	92.7348	89.2924	54.737	0
190.166	0.000126483	0.812823	0.853662	2.27807	3.25419	2.40317	9.33651	5.54391	155.875	90.158	240.576	0
190.667	0.000346366	0.74788	0.692294	1.7688	1.83184	0.259561	0.299513	3.28048	27.6531	328.063	379.163	0
191.169	0.000119374	0.802609	0.842242	2.24858	3.21047	2.36731	9.20258	5.53349	124.894	32.3644	2.88869	0
191.671	0.000341989	0.740474	0.685618	1.75206	1.81498	0.257599	0.30157	3.23297	21.3311	106.858	471.478	0
192.173	0.000117003	0.797446	0.836695	2.23395	3.18914	2.35137	9.12362	5.54109	146.809	19.1469	251.891	0
192.674	0.000355318	0.733683	0.677081	1.73485	1.79668	0.255883	0.307279	3.19248	7.96352	400.849	520.449	0
193.176	0.000118025	0.788654	0.827619	2.20946	3.15454	2.32223	9.01176	5.53542	152.796	273.689	62.7784	0
193.678	0.000342861	0.728024	0.673976	1.71924	1.78341	0.257346	0.312345	3.16142	2.80606	54.7634	1028.19	0
194.18	0.00011895	0.783652	0.822444	2.19504	3.13125	2.30637	8.92636	5.54019	97.649	193.94	1478.36	0
194.681	0.000332455	0.721796	0.668435	1.7091	1.77307	0.257671	0.319667	3.13226	0.486302	134.186	78.2545	0
195.183	0.000115036	0.773845	0.811972	2.16753	3.09391	2.27406	8.81089	5.5248	134.475	629.76	333.195	0
195.685	0.00033038	0.714462	0.661767	1.69185	1.75543	0.256196	0.321049	3.08609	28.5328	123.334	326.648	0
196.187	0.000109699	0.768986	0.806315	2.15323	3.0703	2.25778	8.73338	5.52634	68.4245	93.7543	534.044	0
196.688	0.000331259	0.708745	0.656727	1.67933	1.74365	0.258083	0.329835	3.06338	16.7991	23.208	425.108	0
197.19	0.000109501	0.760293	0.797353	2.12836	3.03745	2.22844	8.62326	5.50743	69.8016	182.494	167.97	0
197.692	0.000332126	0.701888	0.649985	1.66265	1.72739	0.255785	0.330712	3.01497	43.8565	214.434	296.184	0
198.194	0.00011126	0.755867	0.792722	2.11565	3.01478	2.21579	8.54555	5.50323	61.9872	40.4385	531.779	0
198.695	0.000324634	0.696188	0.645268	1.65007	1.71433	0.256325	0.339537	2.99492	65.2307	291.571	375.293	0
