#f	lead1	lead2	lead3	lead4	lead5	lead6	lead7	lead8	lead9	lead10	lead11	lead12
44.1956	970.257	563.098	13.9871	27.5151	5.17927	20.0408	4.37452	0.347221	0.00108336	0.00125996	0.000219501	0.00097949
44.2056	819.267	482.65	10.722	22.4925	4.50018	15.6274	3.6866	0.24466	0.00127733	0.00121685	0.000243381	0.00108594
44.2156	676.725	404.979	7.84873	17.8014	3.76444	11.7768	3.06562	0.166697	0.00146715	0.00115531	0.000280728	0.00117999
44.2256	547.308	332.605	5.44025	13.576	3.01539	8.60263	2.52782	0.115991	0.00164385	0.00107787	0.000332333	0.00125916
44.2356	434.513	267.632	3.53018	9.91813	2.29399	6.17684	2.0844	0.0930846	0.00179838	0.000987697	0.000398232	0.00132168
44.2456	340.754	211.714	2.11646	6.89131	1.63682	4.52541	1.74082	0.096347	0.00192288	0.00088839	0.00047769	0.00136682
44.2556	267.145	165.842	1.16252	4.52562	1.07252	3.62865	1.49668	0.122343	0.00201118	0.000783806	0.000569098	0.00139464
44.2656	213.464	130.46	0.605668	2.81556	0.622501	3.42457	1.34632	0.166068	0.00205833	0.000677655	0.000670386	0.00140613
44.2756	178.542	105.385	0.363766	1.7283	0.296218	3.81327	1.27881	0.221481	0.00206193	0.000573896	0.00077873	0.00140296
44.2856	159.945	89.8951	0.344988	1.20777	0.0945014	4.66601	1.27961	0.282082	0.00202168	0.000475986	0.00089076	0.00138711
44.2956	154.805	82.8866	0.456371	1.18071	0.00886966	5.83692	1.33163	0.341346	0.00193921	0.000386915	0.00100279	0.00136084
44.3056	159.784	82.8952	0.615535	1.56676	0.0230248	7.17204	1.41651	0.393261	0.00181845	0.000309068	0.00111086	0.00132687
44.3156	171.093	88.2431	0.753838	2.28194	0.114743	8.52477	1.5163	0.432967	0.00166522	0.000244086	0.00121114	0.00128705
44.3256	185.582	97.2589	0.826065	3.24391	0.258369	9.75968	1.61459	0.456879	0.00148683	0.000192846	0.00130041	0.00124361
44.3356	200.361	108.305	0.811838	4.3818	0.427377	10.7708	1.6982	0.463087	0.00129221	0.000155579	0.0013752	0.00119852
44.3456	213.14	120.004	0.715138	5.63404	0.596618	11.4832	1.75704	0.45128	0.0010903	0.000131615	0.00143283	0.00115253
44.3556	222.562	131.148	0.563636	6.9513	0.744074	11.8598	1.78585	0.422891	0.000891243	0.000119649	0.00147186	0.00110669
44.3656	228.016	140.956	0.402471	8.29677	0.853853	11.902	1.78357	0.380679	0.000704426	0.000117919	0.00149121	0.00106138
44.3756	229.785	149.031	0.28877	9.64417	0.91466	11.6482	1.75353	0.328543	0.000538556	0.000124203	0.0014909	0.00101662
44.3856	229.002	155.242	0.282646	10.9788	0.924886	11.1689	1.70265	0.271131	0.000401451	0.000136132	0.00147187	0.000972299
44.3956	227.064	159.841	0.440908	12.2862	0.885672	10.5605	1.64038	0.213327	0.000299383	0.000151181	0.00143571	0.000927833
44.4056	225.909	163.296	0.807145	13.5568	0.806234	9.93333	1.57755	0.159871	0.000236959	0.000167157	0.00138496	0.000882906
44.4156	227.545	166.203	1.40727	14.7767	0.699625	9.40412	1.52548	0.114906	0.000216532	0.000182073	0.00132247	0.000837143
44.4256	233.686	169.229	2.24314	15.9298	0.581369	9.08152	1.49442	0.0817049	0.000238697	0.000194441	0.00125189	0.000789944
44.4356	245.668	172.939	3.29148	16.9926	0.467714	9.05901	1.49213	0.0622892	0.000301745	0.000203461	0.00117659	0.00074144
44.4456	264.158	177.811	4.50426	17.9346	0.373706	9.40225	1.52319	0.057427	0.000402064	0.000208856	0.00110022	0.000691679
44.4556	289.097	184.02	5.81071	18.7188	0.311475	10.1442	1.58835	0.0665448	0.00053427	0.000211049	0.00102596	0.000640989
44.4655	319.512	191.546	7.12539	19.304	0.288919	11.2806	1.68422	0.0878539	0.000691421	0.00021113	0.000956489	0.000589972
44.4756	353.751	200.02	8.35232	19.6477	0.308682	12.7679	1.80326	0.118577	0.000865376	0.000210776	0.000894085	0.000539224
44.4855	389.38	208.799	9.39603	19.7097	0.367943	14.5256	1.93458	0.155233	0.00104743	0.000211947	0.000840136	0.000489671
44.4955	423.531	217.071	10.1714	19.4559	0.458883	16.4416	2.06428	0.193962	0.00122844	0.000217039	0.000795175	0.000442362
44.5055	452.909	223.758	10.6119	18.8637	0.568934	18.381	2.17758	0.230996	0.0013993	0.000228334	0.000758995	0.000397937
44.5155	474.494	227.86	10.6744	17.9266	0.682948	20.1958	2.25913	0.262848	0.00155153	0.000248194	0.000730718	0.000357303
44.5255	485.462	228.316	10.3511	16.6553	0.784377	21.7347	2.29525	0.28684	0.00167778	0.000278518	0.000708592	0.000321136
44.5355	483.639	224.336	9.66916	15.0794	0.857604	22.8606	2.2754	0.30121	0.00177192	0.000320763	0.00069051	0.00028988
44.5455	467.803	215.289	8.69006	13.251	0.889034	23.4551	2.19254	0.305216	0.00182945	0.000375795	0.000674071	0.00026371
44.5555	437.584	200.987	7.50805	11.2416	0.870382	23.4364	2.04508	0.299262	0.00184777	0.000443626	0.000656752	0.00024261
44.5655	394.128	181.671	6.24534	9.13729	0.79922	22.7611	1.83719	0.284866	0.00182602	0.000523653	0.00063597	0.0002263
44.5755	339.577	157.973	5.04396	7.03793	0.679608	21.4355	1.5787	0.264438	0.00176549	0.000614316	0.00060968	0.000214311
44.5855	277.219	131.036	4.04997	5.04761	0.523676	19.5117	1.28453	0.240993	0.00166913	0.000713451	0.000576345	0.000206075
44.5955	211.265	102.365	3.40976	3.27261	0.350408	17.0892	0.974648	0.217907	0.00154181	0.000818437	0.000534933	0.00020069
44.6055	146.66	73.8144	3.25167	1.80944	0.185016	14.3098	0.672075	0.198556	0.00138965	0.000925629	0.000485322	0.000197517
44.6155	88.551	47.3914	3.68181	0.743239	0.0575121	11.347	0.401228	0.186071	0.00121985	0.00103142	0.000428264	0.000195554
44.6255	42.2045	25.1939	4.7633	0.136676	0.000612389	8.3966	0.186816	0.182881	0.00104033	0.00113223	0.000365279	0.000194129
44.6355	12.2435	9.20918	6.52268	0.0274906	0.0472169	5.66092	0.0510381	0.190591	0.000858947	0.00122421	0.000298489	0.000192518
44.6455	2.55196	1.15963	8.93533	0.425264	0.227825	3.3378	0.0122142	0.209781	0.000684097	0.00130422	0.00023104	0.000190062
44.6555	15.8026	2.39209	11.9292	1.30889	0.568322	1.60349	0.0829134	0.240072	0.000523017	0.00136915	0.000166113	0.000186465
44.6655	53.2186	13.7182	15.3907	2.62793	1.08683	0.60081	0.268841	0.279917	0.000382339	0.00141702	0.000107423	0.000181474
44.6755	114.394	35.3044	19.1655	4.304	1.79254	0.428611	0.567503	0.327003	0.000267176	0.00144586	5.86423e-05	0.000174878
44.6855	197.351	66.6782	23.0721	6.23763	2.68526	1.13219	0.968877	0.378277	0.000181276	0.00145538	2.327e-05	0.000166873
44.6955	298.371	106.778	26.9085	8.31518	3.7484	2.70101	1.4544	0.430358	0.000126866	0.0014455	4.29156e-06	0.000157565
44.7055	412.531	153.766	30.4772	10.4126	4.96179	5.06622	1.99956	0.47976	0.000104356	0.00141684	4.09131e-06	0.000147334
44.7155	533.622	205.409	33.5855	12.4085	6.29031	8.10444	2.57353	0.52344	0.000112573	0.00137117	2.41888e-05	0.000136594
44.7255	654.972	259.082	36.0641	14.1891	7.69032	11.6473	3.14288	0.558678	0.000148793	0.00131026	6.51882e-05	0.000125765
44.7355	769.47	311.872	37.7803	15.6631	9.11327	15.492	3.67256	0.583745	0.000208934	0.00123687	0.000126657	0.000115426
44.7455	870.297	360.91	38.6506	16.7577	10.5059	19.4109	4.12886	0.597937	0.000287989	0.00115363	0.000206966	0.000106057
44.7555	951.501	403.548	38.6336	17.4361	11.8145	23.1731	4.48216	0.601619	0.000380154	0.0010635	0.000303885	9.81276e-05
44.7655	1008.21	437.444	37.7498	17.6915	12.988	26.5563	4.7086	0.596253	0.000479275	0.000969482	0.000413927	9.21523e-05
44.7755	1036.98	460.819	36.0629	17.5543	13.9808	29.3654	4.79266	0.584273	0.000579217	0.000874228	0.000533085	8.85676e-05
44.7855	1036.49	472.651	33.6908	17.0869	14.7554	31.4425	4.72818	0.568907	0.000674088	0.00077995	0.000656841	8.77754e-05
44.7955	1007.17	472.68	30.7854	16.3814	15.2845	32.6831	4.5194	0.553917	0.000758687	0.000689132	0.000780606	9.01451e-05
44.8055	951.532	461.43	27.5296	15.5517	15.5541	33.0406	4.18087	0.543216	0.000828737	0.000603279	0.000899538	9.59532e-05
44.8155	873.885	440.318	24.1179	14.7288	15.5609	32.5326	3.73703	0.540548	0.00088081	0.000523886	0.00100941	0.000105434
44.8255	780.23	411.454	20.7501	14.0485	15.3159	31.2382	3.22097	0.549172	0.000912953	0.000451683	0.00110642	0.000118835
44.8355	677.757	377.584	17.6109	13.6428	14.841	29.2973	2.67238	0.571476	0.000924111	0.000387415	0.00118748	0.000136288
44.8455	574.386	341.848	14.8626	13.6294	14.17	26.8953	2.13505	0.608862	0.000914762	0.000331317	0.00125069	0.000157959
44.8555	478.241	307.728	12.6347	14.1051	13.3424	24.2572	1.65416	0.661453	0.00088599	0.000283492	0.00129513	0.000183764
44.8655	397.27	278.548	11.013	15.1354	12.4053	21.6283	1.2734	0.728094	0.000840146	0.000243728	0.00132094	0.000213815
44.8755	338.439	257.485	10.0376	16.7491	11.4079	19.2587	1.03182	0.806431	0.000780252	0.000211899	0.00132971	0.000248002
44.8855	307.499	247.267	9.70351	18.9382	10.3998	17.3869	0.961472	0.892997	0.00070966	0.000187719	0.0013237	0.000286099
44.8955	308.375	249.953	9.95726	21.6541	9.42676	16.223	1.08487	0.983344	0.00063222	0.000170909	0.00130653	0.000327961
44.9055	343.05	266.694	10.7127	24.8093	8.52833	15.931	1.41336	1.07263	0.000551571	0.000161155	0.00128212	0.000373157
44.9155	411.337	297.853	11.8485	28.2868	7.73907	16.6208	1.9461	1.15571	0.0004715	0.00015807	0.00125544	0.000421244
44.9255	510.839	342.732	13.2251	31.9379	7.08078	18.3384	2.67004	1.22749	0.000395192	0.000161372	0.00123107	0.000471659
44.9355	637.147	399.801	14.6933	35.6015	6.56751	21.0615	3.56009	1.28352	0.000325555	0.000170617	0.00121394	0.000523701
44.9455	784.207	466.531	16.1066	39.1061	6.20278	24.6994	4.58066	1.32019	0.00026492	0.00018538	0.00120834	0.000576481
44.9555	944.392	539.754	17.3325	42.2843	5.97915	29.0991	5.68808	1.33483	0.000214899	0.000204957	0.00121795	0.000628984
44.9655	1109.33	615.867	18.2511	44.9747	5.88179	34.0543	6.83152	1.32594	0.000176699	0.000228566	0.00124575	0.000680241
44.9755	1270.24	690.758	18.7886	47.0466	5.88772	39.317	7.95819	1.29367	0.00015086	0.000255237	0.00129339	0.000728976
44.9855	1418.35	760.416	18.8885	48.3922	5.96931	44.6125	9.01493	1.23908	0.000137384	0.000283989	0.00136126	0.000774033
44.9955	1545.52	820.992	18.5368	48.9412	6.09492	49.6549	9.9513	1.16474	0.000135858	0.000313333	0.0014486	0.000814076
45.0055	1645.38	869.153	17.7563	48.6634	6.23418	54.1752	10.7229	1.07403	0.000145496	0.000342015	0.00155296	0.000847949
45.0155	1712.58	901.844	16.5914	47.5612	6.35509	57.9174	11.2933	0.971057	0.000165295	0.000368581	0.00167117	0.000874384
45.0255	1743.18	917.278	15.1217	45.6891	6.43156	60.6728	11.6369	0.860435	0.000193819	0.00039144	0.00179867	0.000892247
45.0355	1736.1	914.324	13.4291	43.1177	6.4402	62.2784	11.7389	0.746757	0.000229709	0.000409222	0.00193006	0.000900906
45.0455	1692.23	892.956	11.6252	39.9615	6.36729	62.6405	11.597	0.634446	0.000271338	0.000420978	0.0020596	0.000899675
45.0555	1613.68	853.906	9.80156	36.3482	6.20126	61.7252	11.2201	0.527449	0.000317081	0.00042544	0.00218118	0.000888274
45.0655	1504.56	799.079	8.05268	32.4194	5.94038	59.563	10.6291	0.428991	0.000365251	0.000422057	0.00228834	0.000867121
45.0755	1370.63	730.84	6.45857	28.3253	5.58945	56.2533	9.85294	0.341328	0.000413951	0.000410495	0.00237565	0.000836519
45.0855	1218.37	652.377	5.07862	24.2109	5.15803	51.9479	8.92921	0.265911	0.00046165	0.00039099	0.0024379	0.000797667
45.0955	1054.95	567.183	3.94968	20.2071	4.66202	46.8432	7.8997	0.203157	0.000506571	0.000363896	0.00247121	0.000752132
45.1055	887.47	478.935	3.08447	16.4329	4.11991	41.17	6.80929	0.15265	0.0005469	0.000330338	0.00247274	0.000701787
45.1155	722.906	391.292	2.47366	12.9827	3.55306	35.1761	5.70264	0.113284	0.000581203	0.000291508	0.00244066	0.00064906
45.1255	567.455	307.604	2.08815	9.92704	2.98294	29.1155	4.62226	0.0834436	0.000607949	0.000248994	0.00237517	0.000596591
45.1355	426.226	230.851	1.88549	7.31479	2.42981	23.228	3.60596	0.0612843	0.000626135	0.000204686	0.00227738	0.000547234
45.1455	303.3	163.388	1.8117	5.16922	1.91273	17.7326	2.68598	0.0449127	0.00063467	0.000160555	0.0021502	0.00050389
45.1555	201.312	106.957	1.81054	3.49548	1.44661	12.8147	1.88691	0.0326362	0.000633082	0.000118706	0.00199753	0.000469592
45.1655	121.526	62.5259	1.82751	2.28149	1.04291	8.61702	1.22591	0.0231344	0.000621286	8.1096e-05	0.00182421	0.000446882
45.1755	64.0696	30.4278	1.81808	1.50601	0.708267	5.23715	0.712187	0.015624	0.000599691	4.95714e-05	0.00163617	0.000437878
45.1855	27.8752	10.2685	1.74737	1.1411	0.445054	2.72552	0.347693	0.00988619	0.000569239	2.5788e-05	0.00143924	0.000444567
45.1955	11.1282	1.18247	1.5991	1.15867	0.251188	1.08706	0.127896	0.00628204	0.000531358	1.10723e-05	0.00124005	0.000467824
45.2055	11.3786	1.85113	1.37122	1.53454	0.120928	0.286871	0.0430576	0.00569588	0.000487936	6.43412e-06	0.00104473	0.000507875
45.2155	25.9409	10.7056	1.08019	2.25048	0.0454328	0.256157	0.0796859	0.00938995	0.000441369	1.25286e-05	0.000859026	0.000564151
45.2255	52.1401	26.0804	0.755586	3.29883	0.0138309	0.901771	0.221886	0.0188397	0.000394531	2.96089e-05	0.000688015	0.000635145
45.2355	87.5546	46.3494	0.439054	4.6787	0.0142272	2.11487	0.453057	0.0355191	0.000350026	5.75621e-05	0.000536061	0.000718697
45.2455	130.267	70.121	0.179149	6.39821	0.0346946	3.78156	0.756867	0.0607146	0.000310819	9.59013e-05	0.000406625	0.000811614
45.2555	178.933	96.2337	0.0266057	8.4685	0.0642628	5.7899	1.11857	0.0952647	0.000279624	0.000143835	0.000301893	0.000910179
45.2655	232.918	123.923	0.0292174	10.9036	0.0938045	8.03851	1.52541	0.139461	0.000258771	0.00020036	0.000223074	0.00101039
45.2755	292.109	152.824	0.227386	13.7114	0.116655	10.4429	1.96736	0.192904	0.000250116	0.000264058	0.000170481	0.00110789
45.2855	357.094	182.959	0.650078	16.8919	0.128928	12.9355	2.43663	0.254347	0.000254725	0.000333427	0.000143502	0.00119824
45.2955	428.815	214.645	1.31085	20.4322	0.130082	15.4708	2.92774	0.321922	0.000272941	0.000406779	0.000140794	0.00127727
45.3055	508.199	248.483	2.21143	24.2965	0.122326	18.0186	3.43782	0.392794	0.000304306	0.000482364	0.000160513	0.00134154
45.3155	596.356	285.055	3.32675	28.439	0.110516	20.57	3.96101	0.464291	0.000347602	0.000558241	0.000200193	0.0013878
45.3255	694.17	325.134	4.63025	32.7825	0.101711	23.1199	4.49699	0.532361	0.000400625	0.000632504	0.000257507	0.00141409
45.3355	801.423	369.407	6.07531	37.2205	0.104542	25.6728	5.04059	0.593693	0.000460552	0.000703138	0.000329854	0.00141926
45.3455	917.892	418.001	7.60717	41.6515	0.127875	28.2331	5.58712	0.644681	0.000524152	0.000768161	0.000414744	0.00140314
45.3555	1042.38	470.818	9.16564	45.9344	0.18034	30.7933	6.12883	0.682347	0.000587804	0.000825781	0.000509767	0.00136669
45.3655	1172.59	527.532	10.6855	49.9113	0.269697	33.3422	6.65511	0.704292	0.000648006	0.000874144	0.000612917	0.00131173
45.3755	1305.31	587.092	12.1227	53.496	0.40085	35.8426	7.15535	0.708905	0.000701343	0.000911511	0.00072219	0.00124116
45.3855	1436.81	648.106	13.4151	56.4894	0.577117	38.2546	7.6145	0.695654	0.000744548	0.000936591	0.00083588	0.00115815
45.3955	1562.99	708.895	14.5295	58.7911	0.797964	40.5166	8.01741	0.664957	0.000775514	0.00094808	0.000952278	0.00106634
45.4055	1678.89	767.215	15.4365	60.2928	1.05956	42.5521	8.34879	0.618414	0.000792641	0.000945282	0.00106984	0.000969882
45.4155	1779.74	820.782	16.1239	60.9175	1.35462	44.2805	8.59297	0.558486	0.000795179	0.000927773	0.00118665	0.00087232
45.4255	1861.03	867.26	16.5894	60.6261	1.6728	45.6151	8.73705	0.488545	0.000783587	0.000895421	0.00130123	0.000777247
45.4355	1918.78	904.371	16.848	59.4148	2.00124	46.4757	8.77048	0.412475	0.000759372	0.000848886	0.00141101	0.0006876
45.4455	1949.67	930.11	16.9168	57.3187	2.3248	46.7905	8.68615	0.334611	0.000724486	0.000789319	0.00151418	0.000605437
45.4555	1951.63	942.97	16.8261	54.4095	2.62771	46.5092	8.48158	0.259316	0.000681979	0.000718474	0.00160791	0.000532186
45.4655	1923.75	941.839	16.6049	50.7967	2.89427	45.6039	8.16026	0.190748	0.000635091	0.0006382	0.00168953	0.000468257
45.4754	1866.3	926.27	16.2881	46.6209	3.10884	44.077	7.72957	0.13263	0.000587666	0.000551415	0.00175647	0.000413362
45.4855	1781.25	896.519	15.9023	42.0401	3.25969	41.9606	7.20283	0.0879288	0.000543326	0.000461167	0.00180546	0.000366525
45.4954	1671.6	853.652	15.472	37.2269	3.33615	39.3203	6.59735	0.0587524	0.000505488	0.00037072	0.0018343	0.000326171
45.5054	1541.45	799.077	15.0178	32.3612	3.33334	36.2506	5.93463	0.0461981	0.000477122	0.000283778	0.00184057	0.00029047
45.5154	1395.84	735.025	14.5467	27.6133	3.24936	32.8731	5.23799	0.0502338	0.000460535	0.000203773	0.0018227	0.000257642
45.5254	1240.56	664.061	14.0636	23.1383	3.08807	29.3262	4.5327	0.0698958	0.000456998	0.000134205	0.00177958	0.000226017
45.5354	1081.48	589.01	13.5678	19.0677	2.85736	25.7618	3.84349	0.103207	0.000467117	7.80865e-05	0.0017111	0.000194401
45.5454	924.599	512.916	13.0502	15.505	2.56987	22.3333	3.19359	0.14742	0.000490437	3.8074e-05	0.0016184	0.000162222
45.5554	775.435	438.704	12.5031	12.5145	2.24183	19.1849	2.60338	0.199236	0.000525548	1.61487e-05	0.00150334	0.000130026
45.5654	638.894	369.097	11.9166	10.1253	1.89227	16.4445	2.0896	0.25493	0.000570487	1.3565e-05	0.00136886	9.89594e-05
45.5754	519.104	306.398	11.2855	8.3315	1.5424	14.2157	1.66404	0.310755	0.000622623	3.07895e-05	0.00121909	7.13121e-05
45.5854	418.683	252.452	10.6058	7.0891	1.21257	12.5684	1.33369	0.363124	0.000678682	6.74412e-05	0.00105904	5.01895e-05
45.5954	339.498	208.549	9.8847	6.32982	0.924037	11.5374	1.09971	0.408811	0.000735558	0.000122197	0.000894017	3.93558e-05
45.6054	281.86	175.296	9.13166	5.96056	0.694509	11.1171	0.958784	0.445099	0.000789878	0.000193133	0.000730307	4.31223e-05
45.6154	245.058	152.641	8.36562	5.87255	0.539475	11.2653	0.903086	0.47014	0.000838809	0.00027742	0.000573942	6.59321e-05
45.6254	227.252	140.017	7.60705	5.96679	0.466741	11.9032	0.920676	0.482658	0.000880025	0.000372006	0.000431597	0.00011211
45.6354	225.756	136.233	6.88636	6.12674	0.483599	12.9251	0.997924	0.482463	0.000911232	0.000472938	0.000308752	0.000185431
45.6454	237.272	139.83	6.23396	6.2625	0.588645	14.204	1.11931	0.469929	0.00093138	0.000576635	0.00021089	0.000288854
45.6554	258.075	149.036	5.67864	6.3013	0.776087	15.5999	1.26934	0.446362	0.000939564	0.000679337	0.000142456	0.000424328
45.6654	284.606	161.72	5.24237	6.19546	1.03346	16.9695	1.4331	0.413409	0.000936035	0.000776996	0.000106821	0.000591957
45.6754	313.295	176.062	4.9463	5.92514	1.34518	18.1795	1.59788	0.373298	0.000921203	0.00086671	0.000106224	0.000790973
45.6854	341.004	190.419	4.80136	5.50092	1.69194	19.119	1.75422	0.32857	0.000896191	0.000945427	0.000141643	0.00101847
45.6954	365.277	203.195	4.8066	4.95856	2.05111	19.6926	1.89437	0.281639	0.000862325	0.00101119	0.00021276	0.00126992
45.7054	384.069	213.279	4.95145	4.35697	2.40005	19.8416	2.01497	0.2349	0.00082108	0.0010624	0.00031811	0.00153957
45.7154	396.697	219.902	5.21471	3.77444	2.71632	19.54	2.11508	0.190456	0.000774138	0.00109844	0.000454919	0.00182062
45.7254	402.931	222.815	5.56218	3.29728	2.97974	18.8004	2.19663	0.150025	0.00072285	0.001119	0.000619534	0.00210467
45.7354	403.107	222.133	5.95601	3.01452	3.17393	17.6658	2.26349	0.11489	0.000668704	0.00112484	0.000807311	0.002383
45.7454	398.51	218.041	6.35124	3.00389	3.28544	16.2086	2.31987	0.0857825	0.000612537	0.00111734	0.00101306	0.00264709
45.7554	390.38	211.51	6.7004	3.33363	3.30804	14.524	2.37181	0.062953	0.000555422	0.00109767	0.00123119	0.00288833
45.7654	380.426	203.307	6.96134	4.04515	3.24029	12.7207	2.42371	0.046179	0.000497901	0.00106798	0.00145563	0.00309905
45.7754	370.221	194.329	7.09357	5.15207	3.08599	10.913	2.47852	0.0348494	0.000440525	0.0010301	0.00168082	0.00327267
45.7854	361.303	185.488	7.06791	6.63887	2.85556	9.21122	2.53743	0.028082	0.000383629	0.000986024	0.00190039	0.00340362
45.7954	354.644	177.546	6.867	8.45447	2.56149	7.7118	2.59948	0.0247675	0.000327789	0.000937893	0.0021092	0.00348899
45.8054	350.824	170.937	6.48497	10.5215	2.2228	6.49074	2.66063	0.0238134	0.000273457	0.000887146	0.00230186	0.00352632
45.8154	349.872	165.923	5.93317	12.7329	1.85879	5.59835	2.71519	0.0241322	0.000221655	0.00083528	0.00247432	0.00351654
45.8254	351.188	162.458	5.23606	14.9644	1.49058	5.05385	2.75576	0.0248134	0.000173364	0.000783483	0.0026218	0.00346109
45.8354	353.748	160.182	4.43007	17.081	1.13809	4.84766	2.77328	0.0251907	0.000130124	0.000732544	0.00274222	0.00336416
45.8454	356.137	158.561	3.562	18.9447	0.819528	4.93999	2.7589	0.0248479	9.36704e-05	0.000682885	0.00283223	0.00323069
45.8554	356.594	156.838	2.68708	20.4281	0.550347	5.26737	2.70472	0.02372	6.59941e-05	0.000634679	0.00289092	0.00306688
45.8654	353.318	154.176	1.86325	21.4208	0.341812	5.74615	2.60455	0.0219969	4.94426e-05	0.000587915	0.00291706	0.00288027
45.8754	344.852	149.764	1.14648	21.841	0.200857	6.28406	2.45451	0.0201619	4.62004e-05	0.000542539	0.00291132	0.00267809
45.8854	329.83	142.973	0.589154	21.6408	0.129741	6.78529	2.25502	0.0188912	5.85284e-05	0.000498281	0.00287437	0.00246786
45.8954	307.595	133.302	0.234357	20.8151	0.126189	7.16064	2.00946	0.0189901	8.83029e-05	0.00045523	0.00280849	0.00225684
45.9054	278.08	120.589	0.113099	19.3987	0.18409	7.33733	1.72624	0.0212957	0.000137121	0.000413048	0.00271642	0.00205207
45.9154	242.061	105.01	0.242142	17.4682	0.294096	7.2637	1.41718	0.0266209	0.000205898	0.000371935	0.00260165	0.00185864
45.9254	200.92	87.1481	0.622162	15.1371	0.444644	6.91438	1.09796	0.0356313	0.000294896	0.000332205	0.00246895	0.00168148
45.9354	157.123	67.9508	1.23882	12.5535	0.623661	6.29644	0.786706	0.0488239	0.000403625	0.000294136	0.00232289	0.00152362
45.9454	113.417	48.5975	2.06202	9.88925	0.818491	5.44502	0.503046	0.0664253	0.000530773	0.000258193	0.00216891	0.00138742
45.9554	73.204	30.5796	3.04898	7.32359	1.01831	4.42526	0.266922	0.0883682	0.000674155	0.000225009	0.00201258	0.00127324
45.9654	40.1048	15.5104	4.14666	5.04046	1.21412	3.32375	0.0972389	0.114294	0.000831035	0.00019512	0.00185911	0.00118092
45.9754	17.5847	5.00969	5.29766	3.2084	1.39996	2.24478	0.0101962	0.14365	0.000997582	0.000169132	0.00171387	0.00110876
45.9854	8.98456	0.556145	6.43673	1.97414	1.57287	1.29997	0.0180959	0.175487	0.00116994	0.000147388	0.00158161	0.00105481
45.9954	16.9491	3.37874	7.50829	1.44781	1.73231	0.600097	0.128305	0.208756	0.00134342	0.000130254	0.00146608	0.00101596
46.0054	43.302	14.3474	8.45181	1.69773	1.88168	0.24432	0.342231	0.242299	0.00151343	0.000117726	0.00137003	0.000989046
46.0154	88.8727	33.8277	9.2256	2.74471	2.02637	0.312585	0.655287	0.27481	0.00167547	0.000109704	0.0012953	0.000970914
46.0254	153.305	61.6834	9.78926	4.55583	2.17239	0.857231	1.05628	0.305097	0.00182473	0.000105757	0.001242	0.000958075
46.0354	234.978	97.1964	10.1227	7.04884	2.32698	1.89848	1.52884	0.332046	0.00195697	0.000105216	0.00120919	0.000947419
46.0454	331.335	139.122	10.2176	10.0972	2.49541	3.41952	2.05105	0.354683	0.00206845	0.000107311	0.00119484	0.000936557
46.0554	438.213	185.68	10.0752	13.5278	2.68325	5.36755	2.59732	0.37225	0.00215582	0.000111053	0.00119516	0.000923438
46.0654	551.221	234.752	9.714	17.1516	2.89197	7.65674	3.14031	0.384254	0.00221667	0.000115439	0.00120608	0.000906735
46.0754	664.945	283.889	9.16387	20.757	3.12101	10.1726	3.65222	0.390625	0.00224843	0.00011948	0.00122274	0.000885754
46.0854	773.971	330.705	8.45817	24.1268	3.3655	12.7794	4.10694	0.391383	0.00225009	0.000122232	0.00123963	0.000860357
46.0954	872.598	372.59	7.63589	27.0658	3.61751	15.3278	4.47981	0.38678	0.00222097	0.000122997	0.00125229	0.000831136
46.1054	955.961	407.456	6.74409	29.3933	3.86649	17.6707	4.75417	0.377587	0.00216151	0.000121243	0.00125593	0.000799347
46.1154	1019.92	433.501	5.82522	30.9721	4.09958	19.6691	4.91713	0.364609	0.00207214	0.000116655	0.00124741	0.000766351
46.1254	1061.31	449.426	4.91738	31.7113	4.30204	21.2036	4.96378	0.348787	0.00195498	0.000109284	0.00122464	0.000734211
46.1354	1078.57	454.67	4.05675	31.5736	4.45884	22.1844	4.89694	0.331177	0.00181199	9.94349e-05	0.00118742	0.000704908
46.1454	1071.42	449.216	3.26835	30.5788	4.55778	22.557	4.72676	0.312849	0.0016468	8.76328e-05	0.00113661	0.000680737
46.1554	1041.16	433.908	2.57414	28.803	4.58705	22.3083	4.47109	0.294909	0.00146342	7.45564e-05	0.00107582	0.000663657
46.1654	990.811	410.192	1.98427	26.374	4.53899	21.4682	4.15291	0.278265	0.00126679	6.10656e-05	0.00100958	0.000655598
46.1754	924.54	380.114	1.50261	23.4662	4.41104	20.1068	3.80074	0.263744	0.00106249	4.80841e-05	0.000943928	0.000658154
46.1854	847.725	346.182	1.12613	20.2822	4.20497	18.3309	3.44587	0.251933	0.000857157	3.64456e-05	0.000886176	0.000672462
46.1954	766.562	311.251	0.846109	17.0511	3.92821	16.2788	3.1196	0.243266	0.000657655	2.68707e-05	0.000843748	0.000699151
46.2054	687.575	278.165	0.649515	14.0019	3.59318	14.108	2.85327	0.237852	0.000471866	1.99107e-05	0.000824278	0.000738436
46.2154	617.252	249.769	0.521919	11.355	3.21727	11.9858	2.67405	0.235685	0.000307332	1.58863e-05	0.000834588	0.000789403
46.2254	561.771	228.632	0.446796	9.3085	2.82058	10.0794	2.60409	0.236447	0.000171995	1.48668e-05	0.000880324	0.000851249
46.2354	526.121	216.776	0.409534	8.02202	2.42719	8.542	2.6589	0.239654	7.33632e-05	1.65953e-05	0.000965207	0.000922178
