#f	lead1	lead2	lead3	lead4	lead5	lead6	lead7	lead8	lead9	lead10	lead11	lead12
0.419958	5884.43	458.312	1267.53	1072.64	724.174	4.43598	19.0966	66.2053	0.00505428	0.000718719	0.00763563	0.00568532
0.429957	4870.98	545.378	947.138	891.334	595.026	2.69576	25.5186	57.9751	0.0052316	0.000693807	0.00851756	0.00579097
0.439956	3805.28	624.681	672.869	712.122	468.694	1.39511	33.5343	50.1766	0.00526854	0.000682756	0.00922092	0.00575678
0.449955	2759.41	684.43	457.423	543.111	355.938	0.72458	41.9779	42.8145	0.0051615	0.000693713	0.0097027	0.00557707
0.459954	1805.61	715.969	309.339	391.242	265.278	0.936221	49.8382	35.903	0.00491806	0.000734135	0.00993132	0.00525472
0.469953	1011.29	714.836	232.401	261.875	202.356	2.31917	56.3096	29.4687	0.00455586	0.000810075	0.00988897	0.00480198
0.479952	434.264	681.28	225.506	158.536	169.642	5.169	60.8274	23.5483	0.00410074	0.000925491	0.00957376	0.00424026
0.489951	118.494	620.487	282.898	82.8553	166.457	9.75327	63.0808	18.1882	0.0035842	0.0010817	0.00899998	0.00359978
0.49995	90.6213	542.164	394.757	34.6055	189.264	16.2779	63.0085	13.4397	0.00304052	0.00127703	0.00819825	0.00291821
0.509949	357.716	459.581	548.053	11.9118	232.23	24.8546	60.7741	9.3545	0.00250368	0.00150669	0.00721395	0.00223895
0.519948	906.24	388.359	727.657	11.5474	287.945	35.4762	56.7318	5.97888	0.00200444	0.00176286	0.00610457	0.00160885
0.529947	1702.59	344.739	917.52	29.3019	348.247	47.9987	51.3761	3.34817	0.00156786	0.00203507	0.00493657	0.00107555
0.539946	2694.92	343.781	1101.88	60.3813	405.067	62.1362	45.2898	1.48098	0.00121144	0.00231076	0.00378112	0.00068457
0.549945	3816.52	397.542	1266.43	99.8046	451.208	77.4641	39.0863	0.374536	0.000944109	0.00257612	0.00270959	0.000476333
0.559944	4990.17	513.401	1399.23	142.771	481.002	93.437	33.3603	0.00147285	0.00076607	0.00281687	0.00178884	0.000483275
0.569943	6133.58	692.857	1491.54	184.964	490.766	109.416	28.637	0.30802	0.000669658	0.00301935	0.00107673	0.000727397
0.579942	7165.1	930.732	1538.17	222.788	479.06	124.705	25.3372	1.21426	0.000640933	0.00317135	0.000618031	0.00121814
0.589941	8009.81	1215.12	1537.74	253.516	446.714	138.591	23.7493	2.61635	0.000662111	0.00326308	0.000441294	0.00195106
0.59994	8605.07	1527.94	1492.48	275.359	396.637	150.397	24.0159	4.39057	0.000714353	0.00328773	0.000556653	0.00290731
0.609939	8905.34	1846.23	1407.85	287.451	333.429	159.517	26.1305	6.39928	0.000780771	0.00324214	0.000955046	0.00405377
0.619938	8886	2144.09	1291.89	289.782	262.867	165.469	29.9486	8.49771	0.000849358	0.00312685	0.00160851	0.00534448
0.629937	8545.59	2394.97	1154.41	283.07	191.277	167.919	35.2044	10.5423	0.00091543	0.00294623	0.00247213	0.00672254
0.639936	7906.19	2574.24	1006.19	268.604	124.926	166.715	41.5387	12.3984	0.000983378	0.00270807	0.00348701	0.00812316
0.649935	7012.65	2661.89	857.943	248.081	69.3965	161.891	48.5281	13.9485	0.00106755	0.00242325	0.00458438	0.00947697
0.659934	5929.19	2644.85	719.578	223.43	29.0912	153.674	55.7199	15.0985	0.00119194	0.00210481	0.00569049	0.0107142
0.669933	4735.26	2518.91	599.414	196.661	6.8541	142.464	62.6627	15.7835	0.00138893	0.0017674	0.00673196	0.0117689
0.679932	3519.65	2289.84	503.656	169.726	3.75917	128.812	68.9366	15.9715	0.00169671	0.00142617	0.00764113	0.0125827
0.689931	2373.94	1973.74	436.047	144.419	19.0731	113.383	74.1785	15.664	0.00215609	0.00109609	0.00836105	0.0131095
0.69993	1385.39	1596.29	397.718	122.284	50.3917	96.9143	78.1001	14.8956	0.0028063	0.000791116	0.00885006	0.0133177
0.709929	630.166	1191.15	387.299	104.57	93.9297	80.1641	80.5004	13.7309	0.00368078	0.000523622	0.0090847	0.0131936
0.719928	167.122	797.28	401.221	92.1862	144.924	63.8645	81.2702	12.2586	0.00480273	0.000303924	0.0090622	0.0127424
0.729927	32.8115	455.832	434.152	85.6934	198.115	48.6777	80.3929	10.5851	0.00618129	0.00014009	0.00880066	0.0119887
0.739926	238.1	206.252	479.555	85.2884	248.258	35.1543	77.9334	8.82669	0.00780839	3.78856e-05	0.00833811	0.0109759
0.749925	766.76	82.5479	530.357	90.8168	290.602	23.7045	74.0327	7.10033	0.00965675	9.57284e-07	0.00773019	0.0097639
0.759924	1576.08	109.627	579.554	101.777	321.319	14.5783	68.8893	5.51558	0.0116796	3.11088e-05	0.00704595	0.00842604
0.769923	2599.81	300.265	620.815	117.34	337.804	7.85926	62.7449	4.16677	0.0138116	0.000128686	0.00636332	0.00704531
0.779922	3752.79	653.036	648.993	136.382	338.875	3.47043	55.8694	3.1264	0.0159711	0.000292978	0.00576315	0.00570951
0.789921	4937.71	1151.38	660.489	157.522	324.815	1.19108	48.5436	2.4405	0.018065	0.00052257	0.00532334	0.00450592
0.79992	6052.62	1764.03	653.477	179.185	297.264	0.684551	41.0472	2.12594	0.0199934	0.000815597	0.00511281	0.00351617
0.809919	6999.41	2446.97	627.995	199.677	259.026	1.53286	33.6475	2.17021	0.0216567	0.00116988	0.00518643	0.00281121
0.819918	7692.19	3146.57	585.793	217.284	213.724	3.27595	26.5895	2.53317	0.0229616	0.00158281	0.00558007	0.0024466
0.829917	8065.1	3804.02	530.175	230.392	165.436	5.45183	20.091	3.15128	0.0238286	0.00205119	0.00630768	0.00245889
0.839916	8078.56	4360.44	465.605	237.617	118.282	7.63486	14.3382	3.94327	0.024198	0.00257079	0.00735955	0.00286304
0.849915	7723.82	4762.5	397.286	237.944	76.0355	9.46862	9.48383	4.81725	0.0240345	0.00313592	0.00870222	0.00365096
0.859914	7025.19	4967.94	330.717	230.857	41.7825	10.6911	5.6469	5.67846	0.0233324	0.0037388	0.0102801	0.00479174
0.869913	6039.38	4950.3	271.199	216.456	17.6667	11.1502	2.91268	6.43717	0.0221159	0.00436917	0.0120188	0.00623278
0.879912	4852.27	4702.69	223.407	195.536	4.73645	10.8089	1.33358	7.01583	0.02044	0.00501378	0.0138291	0.00790291
0.889911	3573.04	4240.01	191.031	169.623	2.90741	9.74008	0.930142	7.35537	0.0183878	0.00565626	0.0156135	0.00971608
0.89991	2325.95	3599.11	176.482	140.946	11.037	8.11061	1.6913	7.41971	0.0160661	0.00627734	0.0172717	0.0115764
0.909909	1240.68	2837.12	180.742	112.347	27.1	6.15897	3.57501	7.19808	0.0135996	0.00685503	0.0187072	0.0133838
0.919908	441.116	2027.52	203.304	87.1214	48.4431	4.16535	6.50857	6.70572	0.0111229	0.00736548	0.0198338	0.0150396
0.929907	34.449	1254.52	242.238	68.791	72.0892	2.4203	10.3887	5.98189	0.0087725	0.00778422	0.0205816	0.0164522
0.939906	100.749	605.808	294.358	60.8214	95.0582	1.19207	15.0822	5.08612	0.00667793	0.00808737	0.0209003	0.0175433
0.949905	684.212	164.482	355.472	66.3092	114.673	0.697752	20.4276	4.09283	0.00495323	0.00825332	0.0207637	0.0182513
0.959904	1786.79	0.65432	420.722	87.6547	128.818	1.07928	26.2377	3.08461	0.00368962	0.00826463	0.0201708	0.0185359
0.969903	3365	163.553	484.925	126.249	136.123	2.38737	32.3029	2.14495	0.00294959	0.00810946	0.0191457	0.0183795
0.979902	5330.36	674.928	542.968	182.214	136.069	4.57442	38.3973	1.35094	0.00276267	0.00778348	0.0177359	0.0177886
0.989901	7553.4	1524.4	590.171	254.213	128.981	7.49674	44.2851	0.766589	0.00312388	0.00729089	0.0160093	0.0167932
0.9999	9872.03	2667.58	622.635	339.381	115.949	10.9267	49.7297	0.437329	0.00399429	0.00664537	0.0140493	0.0154444
1.0099	12102.6	4027.05	637.522	433.364	98.6497	14.5728	54.5031	0.386108	0.00530396	0.00587028	0.0119496	0.0138115
1.0199	14054.8	5496.86	633.279	530.507	79.1313	18.1064	58.3958	0.611529	0.00695732	0.00499836	0.00980842	0.0119771
1.0299	15547.2	6950	609.794	624.193	59.5431	21.1933	61.2293	1.08808	0.00883988	0.00407059	0.0077216	0.0100323
1.0399	16424.9	8249.04	568.465	707.273	41.878	23.5257	62.8649	1.76856	0.0108265	0.00313466	0.00577756	0.00807126
1.04989	16576.4	9258.85	512.179	772.652	27.7396	24.8542	63.2137	2.58833	0.0127905	0.00224234	0.00405157	0.0061851
1.05989	15948.3	9861.19	445.237	813.904	18.1586	25.0151	62.2453	3.4713	0.014612	0.00144709	0.0026019	0.00445698
1.06989	14558	9968.73	373.179	825.926	13.4876	23.951	59.9919	4.3368	0.0161866	0.000800632	0.00146686	0.00295707
1.07989	12501.9	9539.59	302.577	805.584	13.3801	21.7237	56.5524	5.1072	0.0174318	0.00034984	0.000663434	0.00173897
1.08989	9958.96	8588.91	240.746	752.248	16.8596	18.5175	52.0913	5.7152	0.0182922	0.00013359	0.000187389	0.000836954
1.09989	7188.23	7197.48	195.431	668.214	22.4724	14.6322	46.8359	6.11034	0.0187424	0.00017987	1.47883e-05	0.000264765
1.10989	4521.28	5516.41	174.461	558.941	28.5068	10.4666	41.0687	6.26423	0.0187878	0.000503508	0.000104827	1.55826e-05
1.11989	2348.51	3766.6	185.368	433.075	33.2563	6.49335	35.1178	6.17405	0.018462	0.00110454	0.000403687	6.3422e-05
1.12989	1100.41	2232.96	235.053	302.221	35.2982	3.22731	29.3436	5.8637	0.0178237	0.00196748	0.000849102	0.000365695
1.13989	1224.2	1252.75	329.381	180.494	33.7571	1.18954	24.1236	5.38266	0.0169501	0.00306155	0.00137524	0.000866791
1.14988	3158.03	1199.24	472.881	83.8095	28.5202	0.869259	19.8352	4.80297	0.0159301	0.00434179	0.00191767	0.00150235
1.15988	7302.83	2460.5	668.425	28.9942	20.382	2.68715	16.8382	4.21357	0.0148562	0.00575123	0.00241785	0.00220401
1.16988	13994.5	5415.03	916.995	32.7286	11.0941	6.96232	15.4559	3.71341	0.0138165	0.00722391	0.00282697	0.00290419
1.17988	23478.5	10405.2	1217.49	110.419	3.31201	13.8855	15.9581	3.4035	0.0128875	0.00868836	0.00310892	0.00354066
1.18988	35886.9	17711.1	1566.61	275.036	0.436437	23.501	18.5452	3.378	0.0121277	0.0100717	0.003242	0.00406051
1.19988	51221.1	27524.6	1958.84	536.034	6.35629	35.6963	23.3352	3.71621	0.0115735	0.0113038	0.00321954	0.00442341
1.20988	69340.3	39929.1	2386.56	898.416	25.1168	50.2052	30.3529	4.47496	0.011236	0.0123219	0.00304936	0.00460375
1.21988	89960	54881.3	2840.15	1362	60.536	66.6171	39.5241	5.6823	0.0111018	0.0130734	0.00275207	0.00459172
1.22988	112654	72201.9	3308.31	1921.04	115.807	84.3982	50.6741	7.33424	0.0111344	0.0135201	0.00235851	0.00439316
1.23988	136867	91573.3	3778.44	2564.03	193.113	102.921	63.5299	9.39269	0.0112788	0.0136397	0.00190649	0.00402846
1.24987	161936	112544	4237	3274.05	293.315	121.495	77.7276	11.7865	0.011467	0.0134275	0.00143724	0.00353018
1.25987	187116	134544	4670.15	4029.32	415.707	139.41	92.8265	14.4149	0.0116253	0.0128966	0.000991728	0.00294019
1.26987	211612	156906	5064.19	4804.19	557.905	155.969	108.323	17.1538	0.0116817	0.0120767	0.000607121	0.00230593
1.27987	234612	178894	5406.3	5570.22	715.849	170.53	123.675	19.8629	0.0115736	0.0110127	0.000313901	0.0016767
1.28987	255332	199737	5684.92	6297.84	883.965	182.537	138.321	22.3953	0.0112543	0.00976136	0.000133512	0.00109969
1.29987	273043	218667	5890.42	6957.65	1055.44	191.551	151.706	24.6071	0.0106985	0.00838771	7.69902e-05	0.000616477
1.30987	287112	234958	6015.51	7522.27	1222.61	197.264	163.312	26.3671	0.00990584	0.00696128	0.000144405	0.000260001
1.31987	297036	247964	6055.7	7967.67	1377.44	199.52	172.675	27.5669	0.00890221	0.00555156	0.000325334	5.2304e-05
1.32987	302457	257155	6009.36	8274.6	1512.08	198.314	179.418	28.127	0.00773862	0.00422383	0.000600112	3.13439e-06
1.33987	303181	262145	5878.08	8429.64	1619.38	193.784	183.26	28.0035	0.00648807	0.0030354	0.000941872	0.000109581
1.34986	299200	262711	5666.44	8426.09	1693.37	186.206	184.04	27.1921	0.00524	0.00203229	0.00131906	0.00035664
1.35986	290672	258811	5381.85	8264.27	1729.79	175.971	181.722	25.7273	0.0040935	0.00124692	0.00169828	0.000718692
1.36986	277927	250588	5034.32	7951.32	1726.29	163.56	176.401	23.6813	0.00314893	0.000696639	0.0020472	0.00116178
1.37986	261441	238359	4635.88	7501.28	1682.71	149.517	168.293	21.1596	0.00249959	0.000383355	0.00233723	0.00164643
1.38986	241819	222601	4200.09	6933.66	1601.1	134.42	157.737	18.2938	0.00222334	0.000294223	0.00254595	0.00213086
1.39986	219758	203928	3741.39	6272.78	1485.55	118.855	145.165	15.2333	0.00237537	0.00040326	0.00265875	0.00257425
1.40986	196020	183055	3274.36	5546.19	1342.03	103.383	131.089	12.1355	0.00298239	0.000673826	0.00266998	0.00293996
1.41986	171389	160766	2813.17	4783.14	1177.87	88.5249	116.067	9.15631	0.00403912	0.0010617	0.00258325	0.00319828
1.42986	146641	137868	2370.87	4013.03	1001.35	74.7316	100.682	6.4398	0.00550706	0.00151857	0.00241096	0.0033286
1.43986	122505	115154	1958.81	3263.85	821.131	62.3775	85.5032	4.10975	0.00731591	0.00199563	0.00217319	0.00332099
1.44985	99634.5	93361.4	1586.3	2560.67	645.68	51.747	71.0597	2.26224	0.00936748	0.00244706	0.00189593	0.00317671
1.45985	78584.1	73140.8	1260.15	1924.51	482.724	43.0312	57.8145	0.960617	0.0115419	0.00283308	0.00160889	0.00290816
1.46985	59787.9	55024	984.623	1371.48	338.777	36.3284	46.1365	0.232521	0.0137059	0.00312244	0.00134318	0.00253772
1.47985	43549.8	39404.1	761.335	912.124	218.763	31.6488	36.2887	0.0695272	0.0157215	0.00329415	0.00112872	0.00209602
1.48985	30037.4	26524.1	589.42	551.306	125.769	28.9214	28.4157	0.429216	0.0174565	0.00333843	0.000992018	0.00161962
1.49985	19287.5	16473.9	465.759	288.327	60.9308	28.006	22.541	1.23943	0.0187939	0.00325651	0.000954091	0.00114818
1.50985	11213.9	9196.36	385.364	117.443	23.4821	28.7049	18.5726	2.4044	0.0196402	0.00306001	0.00102895	0.00072149
1.51985	5624.23	4502.41	341.818	28.6381	10.9306	30.777	16.3171	3.81215	0.0199331	0.00276915	0.00122261	0.000376595
1.52985	2239.81	2092.05	327.769	8.629	19.3572	33.9497	15.4981	5.34272	0.0196458	0.00241064	0.00153274	0.000145003
1.53985	718.653	1582.1	335.448	41.9996	43.809	37.9348	15.7811	6.87659	0.0187899	0.00201505	0.00194892	5.04502e-05
1.54984	680.264	2536.13	357.163	112.387	78.747	42.437	16.8011	8.30236	0.0174146	0.0016141	0.00245343	0.000107192
1.55984	1730.19	4495.96	385.735	203.639	118.515	47.1689	18.1913	9.52403	0.0156039	0.0012378	0.00302273	0.000318991
1.56984	3483.03	7012.29	414.871	300.851	157.788	51.8576	19.6119	10.4661	0.0134712	0.000912185	0.00362903	0.000678888
1.57984	5582.69	9672.33	439.445	391.243	191.969	56.2534	20.7741	11.0774	0.0111511	0.000657157	0.00424229	0.00116969
1.58984	7718.97	12122.7	455.654	464.786	217.497	60.1383	21.4603	11.3331	0.00879077	0.000485169	0.00483225	0.0017652
1.59984	9639.44	14086.5	461.095	514.602	232.05	63.3283	21.5374	11.2338	0.00653975	0.000400497	0.00537038	0.00243205
1.60984	11156.7	15373.9	454.72	537.057	234.635	65.6792	20.9634	10.8047	0.00453979	0.000399265	0.00583164	0.00313196
1.61984	12150.7	15885.2	436.71	531.656	225.559	67.0875	19.785	10.0907	0.00291562	0.000470181	0.00619578	0.00382431
1.62984	12566.4	15607.4	408.275	500.65	206.28	67.4926	18.1283	9.15243	0.00176657	0.000595898	0.00644848	0.0044689
1.63984	12408.1	14605	371.401	448.512	179.184	66.8758	16.1833	8.0603	0.00116048	0.000754847	0.00658179	0.00502853
1.64983	11729.2	13005.6	328.575	381.27	147.274	65.2591	14.1823	6.88902	0.00112968	0.000923399	0.00659429	0.00547133
1.65983	10621.8	10981.3	282.512	305.783	113.846	62.703	12.3753	5.71136	0.00166955	0.00107819	0.00649064	0.00577274
1.66983	9202.96	8729.68	235.884	229.018	82.1358	59.3019	11.0041	4.59337	0.00273976	0.00119834	0.00628091	0.005917
1.67983	7602.5	6453.38	191.112	157.388	55.0145	55.1791	10.277	3.5902	0.00426794	0.00126744	0.00597938	0.00589782
1.68983	5950.44	4341.23	150.183	96.2143	34.7191	50.4825	10.3474	2.74297	0.0061553	0.00127511	0.00560356	0.00571866
1.69983	4366.32	2552.55	114.547	49.3105	22.6707	45.3758	11.2969	2.07725	0.00828405	0.00121798	0.00517257	0.00539227
1.70983	2950.74	1204.85	85.0634	18.7702	19.3738	40.0321	13.1251	1.6027	0.010526	0.00110011	0.00470606	0.00493946
1.71983	1779.43	366.345	62.0089	4.91237	24.4135	34.6266	15.7469	1.31426	0.0127509	0.000932696	0.00422282	0.0043879
1.72983	899.75	53.3657	45.1383	6.40209	36.5407	29.3281	18.9977	1.194	0.0148357	0.000733156	0.0037399	0.00376982
1.73983	330.201	232.49	33.7832	20.521	53.8364	24.2923	22.6458	1.2143	0.0166717	0.000523651	0.00327169	0.00312016
1.74982	62.1597	827.037	26.976	43.5468	73.9335	19.6545	26.4117	1.34109	0.0181709	0.00032919	0.00282958	0.00247412
1.75982	63.7012	1727.11	23.5841	71.2054	94.278	15.5253	29.9907	1.53768	0.019271	0.00017548	0.00242165	0.00186526
1.76982	284.877	2801.92	22.4439	99.1437	112.393	11.9851	33.0805	1.76806	0.0199372	8.66155e-05	0.00205283	0.0013233
1.77982	663.927	3913.47	22.4775	123.387	126.138	9.08301	35.407	2.00003	0.020163	8.29373e-05	0.00172501	0.000872728
1.78982	1133.86	4929.98	22.7845	140.725	133.908	6.83525	36.7494	2.20755	0.0199683	0.000179103	0.00143775	0.000531442
1.79982	1628.64	5738.31	22.7044	149.008	134.797	5.22679	36.9609	2.37228	0.0193962	0.000382629	0.00118867	0.000310081
1.80982	2088.8	6253.51	21.843	147.319	128.665	4.21394	35.9831	2.48421	0.0185076	0.000692928	0.000974179	0.000211791
1.81982	2465.72	6426.04	20.0687	136.016	116.143	3.72884	33.8531	2.54144	0.0173761	0.00110105	0.000790091	0.000232463
1.82982	2724.69	6244.52	17.4794	116.647	98.5511	3.6849	30.7025	2.54921	0.0160811	0.00158998	0.000632137	0.000361414
1.83982	2846.34	5735.48	14.3489	91.7394	77.7536	3.98311	26.7487	2.51819	0.014702	0.00213574	0.000496465	0.000582461
1.84981	2826.68	4959.1	11.058	64.5091	55.9586	4.51866	22.2772	2.4625	0.0133124	0.00270881	0.000379927	0.000875197
1.85981	2675.69	4001.9	8.02371	38.5016	35.4905	5.18764	17.6196	2.39749	0.0119754	0.00327629	0.000280235	0.00121655
1.86981	2414.94	2967.54	5.63127	17.2053	18.5488	5.89277	13.1264	2.33763	0.0107404	0.00380408	0.000195978	0.0015823
1.87981	2074.31	1965.74	4.17773	3.68513	6.98381	6.54893	9.13736	2.29459	0.00964107	0.0042594	0.000126572	0.00194864
1.88981	1688.46	1101.38	3.83288	0.25686	2.10939	7.08676	5.95363	2.27589	0.00869486	0.00461317	7.20074e-05	0.0022935
1.89981	1292.99	464.027	4.61936	8.24494	4.56878	7.45548	3.81225	2.28405	0.00790408	0.00484212	3.26279e-05	0.00259781
1.90981	921.158	119.372	6.4139	27.837	14.2688	7.62395	2.86555	2.31642	0.00725797	0.0049306	8.85405e-06	0.00284625
1.91981	600.929	103.017	8.96755	58.0521	30.386	7.58031	3.16816	2.36559	0.00673584	0.00487171	9.23733e-07	0.00302805
1.92981	352.912	417.34	11.9401	96.8244	51.4462	7.33079	4.67226	2.42036	0.00631068	0.00466804	8.67984e-06	0.00313697
1.93981	189.152	1031.57	14.9455	141.19	75.4677	6.89674	7.23097	2.46722	0.00595292	0.00433139	3.14287e-05	0.00317152
1.9498	112.792	1885.1	17.6006	187.556	100.152	6.31161	10.6108	2.4919	0.00563409	0.00388232	6.78744e-05	0.00313445
1.9598	118.668	2893.65	19.5716	232.048	123.11	5.61736	14.5111	2.48122	0.00532972	0.00334858	0.000116153	0.00303232
1.9698	194.604	3957.5	20.6145	270.859	142.098	4.86059	18.59	2.42464	0.00502174	0.00276329	0.000173913	0.00287461
1.9798	323.207	4971.52	20.6024	300.609	155.234	4.08856	22.4926	2.31557	0.00469964	0.00216281	0.000238491	0.00267308
1.9898	484.094	5835.23	19.5383	318.672	161.19	3.34671	25.8813	2.15239	0.00436079	0.00158412	0.000307088	0.00244071
1.9998	656.129	6462.73	17.5543	323.415	159.325	2.67562	28.465	1.93868	0.00400971	0.00106245	0.000376993	0.00219103
2.0098	819.541	6791.11	14.8949	314.363	149.758	2.10934	30.0225	1.6832	0.00365654	0.000628806	0.000445774	0.00193719
2.0198	957.787	6786.54	11.8885	292.246	133.361	1.674	30.4221	1.39913	0.0033149	0.000307908	0.000511429	0.00169138
2.0298	1058.86	6447.92	8.91132	258.947	111.696	1.38739	29.6306	1.10285	0.00299941	0.000116603	0.000572489	0.0014644
2.0398	1116.05	5806.99	6.34721	217.333	86.8662	1.25897	27.7171	0.812591	0.00272326	6.27564e-05	0.000628062	0.00126515
2.04979	1128.22	4925.75	4.54771	171.003	61.3303	1.29006	24.845	0.546592	0.00249594	0.000144832	0.000677807	0.00110062
2.05979	1099.27	3890.44	3.7977	123.963	37.6749	1.4746	21.2571	0.32146	0.00232159	0.000352102	0.000721832	0.000975769
2.06979	1037.39	2803.94	4.28874	80.2672	18.3717	1.79985	17.2538	0.150591	0.00219812	0.0006655	0.000760574	0.000893686
2.07979	953.721	1775.53	6.10448	43.6483	5.54612	2.24716	13.1672	0.0429147	0.00211708	0.00105908	0.000794601	0.000855718
2.08979	860.922	910.845	9.21627	17.1786	0.773445	2.7928	9.33035	0.00204976	0.00206453	0.00150187	0.000824483	0.000861814
