0.0188484397	0.0233484245	0.0610363764	0.1193742965	0.3014618968	0.7072217435	1.6413638008	1.600470015	2.5388660199	3.1216845183	3.5788158797
0.0251300954	0.0311300594	0.0813690927	0.1591157038	0.4008058694	0.9293672417	1.9288415278	1.0661539857	0.8484809739	0.4413247225	-0.4878964081
0.0314107591	0.0389106888	0.1016908938	0.1988142705	0.4991767718	1.1402147848	2.0508776145	1.1372095797	0.3995413908	0.3710126435	1.0485023174
0.0376901827	0.0466900612	0.1219990591	0.2384593338	0.5963399376	1.337373068	2.0235591039	1.7616435613	1.1227820006	0.8615854023	1.2997058501
0.0439681183	0.0544679254	0.1422908739	0.2780402622	0.6920663509	1.5187235518	1.8834390626	2.4070387691	2.4146213441	3.0374418185	3.9766219756
0.0502443182	0.0622440302	0.1625636301	0.3175464622	0.7861336942	1.6824596227	1.6795175039	2.6397637492	3.4956129429	4.4237076134	5.2744892762
0.0565185345	0.0700181244	0.1828146276	0.356967384	0.8783273524	1.8271181356	1.4639026588	2.39693339	3.2574729597	3.835870581	4.4764724609
0.0627905195	0.077789957	0.2030411749	0.3962925278	0.9684413668	1.951602675	1.2831154903	1.8823670796	2.0143728082	1.2138057106	0.7519078904
0.0690600257	0.085559277	0.223240591	0.4355114502	1.056279333	2.0551981122	1.1715845063	1.347057756	0.9344975897	1.8370376582	1.2112041232
0.0753268055	0.0933258335	0.2434102058	0.47461377	1.1416552373	2.1375762833	1.1481816439	0.9550868639	0.4389991291	-0.4184066953	0.0676727073
0.0815906116	0.1010893758	0.2635473612	0.513589174	1.2243942275	2.1987928578	1.2158911936	0.7631922371	0.5608692955	-0.3095063198	-0.5312702958
0.0878511966	0.1088496531	0.2836494128	0.5524274235	1.3043333122	2.2392757075	1.3640742709	0.7573265401	1.2690469479	0.4150065836	1.3864158382
0.0941083133	0.1166064149	0.3037137303	0.5911183597	1.3813219863	2.2598053047	1.572409449	0.8949185969	1.8948860701	0.9167850229	-0.0141825849
0.1003617149	0.1243594109	0.3237376989	0.6296519098	1.4552227791	2.2614878815	1.8154852293	1.1324447054	1.4728536799	1.4181415852	1.9725532578
0.1066111543	0.1321083908	0.3437187203	0.6680180925	1.5259117221	2.2457222478	2.0671468171	1.4375981697	0.6475079734	1.6461139391	0.9692785108
0.1128563849	0.1398531045	0.3636542136	0.7062070239	1.5932787348	2.2141613068	2.3039697727	1.7907364437	0.9250491377	0.5133912644	-0.1556294942
0.1190971601	0.1475933021	0.3835416166	0.7442089228	1.6572279281	2.1686694079	2.5075495979	2.1795035886	2.1508848715	1.6036132388	1.9360995175
0.1253332336	0.1553287338	0.4033783863	0.7820141163	1.717677823	2.1112767392	2.6655803016	2.5896859834	3.2797162677	4.274092309	5.0111738898
0.1315643591	0.16305915	0.4231620006	0.8196130452	1.7745614868	2.0441319895	2.7718991779	2.9961595476	3.957855997	3.2610647041	2.2781636199
0.1377902907	0.1707843015	0.4428899588	0.8569962694	1.8278265858	1.9694544977	2.825784648	3.3588612046	4.3588272255	3.9917924581	4.8440167113
0.1440107826	0.178503939	0.4625597826	0.8941544728	1.8774353558	1.8894870627	2.8308192019	3.6276829387	4.6275396454	5.5199685739	6.0073566689
0.1502255891	0.1862178136	0.4821690172	0.9310784685	1.9233644945	1.8064505075	2.7935942276	3.7560070282	4.7417275323	5.7136128542	5.5384892498
0.156434465	0.1939256766	0.5017152323	0.9677592036	1.9656049748	1.7225009891	2.7224653872	3.7171935886	4.5825977106	5.5823046026	6.2846931356
0.1626371652	0.2016272794	0.5211960227	1.0041877643	2.0041617849	1.6396909183	2.6264900315	3.5156123321	4.0519396057	4.5193081729	3.7874098929
0.1688334447	0.2093223739	0.5406090095	1.0403553806	2.0390535968	1.5599342072	2.5146084918	3.1863214366	3.1929932319	2.2231009712	2.5266387904
0.175023059	0.2170107121	0.5599518411	1.0762534304	2.0703123683	1.4849764113	2.395077725	2.783766966	2.2265902367	2.6134695398	3.3260509943
0.1812057636	0.2246920461	0.5792221936	1.1118734448	2.0979828816	1.4163701678	2.2751310801	2.3654881223	1.4368535763	1.8662407106	2.5861395105
0.1873813146	0.2323661286	0.598417772	1.1472071114	2.1221222239	1.3554561715	2.1608200515	1.9782178201	0.9964930354	0.003141498	-0.2964143543
0.1935494681	0.2400327124	0.6175363112	1.1822462795	2.1427992152	1.303349774	2.0569888224	1.6509536244	0.8930026687	1.2307598517	0.4320372123
0.1997099805	0.2476915506	0.6365755762	1.2169829633	2.1600937867	1.2609331401	1.9673357528	1.395299565	0.9949476921	1.9788210855	1.6704319612
0.2058626088	0.2553423967	0.6555333636	1.2514093464	2.1740963177	1.2288527637	1.8945238115	1.2104392764	1.1626164273	1.5281730208	2.16664653
0.2120071099	0.2629850043	0.6744075019	1.2855177854	2.1849069343	1.2075220229	1.8403113631	1.0894692176	1.3108412103	1.0238306738	2.0237694503
0.2181432414	0.2706191275	0.6931958526	1.3193008132	2.1926347767	1.1971283534	1.8056837952	1.0247822952	1.4108444666	0.8081426424	1.6271685217
0.2242707609	0.2782445208	0.7118963104	1.3527511429	2.1973972398	1.1976445389	1.7909742023	1.011525776	1.4643290983	0.8050996589	1.4013348619
0.2303894267	0.2858609388	0.7305068045	1.385861671	2.1993191946	1.208843553	1.7959673604	1.0490662777	1.4794710464	0.9883983041	1.5093381968
0.236498997	0.2934681365	0.7490252991	1.4186254805	2.1985321926	1.2303163496	1.819985547	1.14071976	1.4598866088	1.4506601125	2.0680798308
0.2425992308	0.3010658696	0.7674497938	1.4510358438	2.1951736629	1.2614919738	1.8619576325	1.2919859222	1.4067224764	2.139732985	2.9726970581
0.2486898872	0.3086538936	0.7857783248	1.4830862258	2.1893861032	1.3016593666	1.920474575	1.5074996304	1.330836801	2.2367494587	3.2281761049
0.2547707257	0.316231965	0.8040089647	1.5147702863	2.1813162735	1.3499902477	1.9938352786	1.7871076094	1.2692040295	0.8758159665	1.8474485471
0.2608415063	0.3237998401	0.8221398241	1.5460818829	2.1711143941	1.4055624924	2.0800869632	2.1219206602	1.2938503444	0.5131367341	1.5090100276
