1.26352e-09	5.8356e-10	-8.70363e-10	7.83835e-10	3.543e-11	3.36988e-11	-4.84989e-12	1.47412e-11	1.12683e-13	8.50166e-14	-1.63576e-13	2.20254e-13	
1.28402e-09	5.93027e-10	-8.84482e-10	7.9655e-10	3.60048e-11	3.42455e-11	-4.92856e-12	1.49804e-11	1.14511e-13	8.63957e-14	-1.6623e-13	2.23827e-13	
1.3045e-09	6.02487e-10	-8.98592e-10	8.09257e-10	3.65791e-11	3.47918e-11	-5.00719e-12	1.52193e-11	1.16338e-13	8.7774e-14	-1.68882e-13	2.27398e-13	
1.32496e-09	6.11938e-10	-9.12688e-10	8.21952e-10	3.7153e-11	3.53376e-11	-5.08574e-12	1.54581e-11	1.18163e-13	8.91509e-14	-1.71531e-13	2.30965e-13	
1.3454e-09	6.21376e-10	-9.26765e-10	8.34629e-10	3.7726e-11	3.58826e-11	-5.16418e-12	1.56965e-11	1.19985e-13	9.05258e-14	-1.74176e-13	2.34527e-13	
1.3658e-09	6.30797e-10	-9.40816e-10	8.47283e-10	3.8298e-11	3.64266e-11	-5.24247e-12	1.59345e-11	1.21804e-13	9.18983e-14	-1.76817e-13	2.38083e-13	
1.38615e-09	6.40198e-10	-9.54836e-10	8.59909e-10	3.88687e-11	3.69695e-11	-5.3206e-12	1.61719e-11	1.23619e-13	9.32678e-14	-1.79452e-13	2.41631e-13	
1.40645e-09	6.49573e-10	-9.6882e-10	8.72503e-10	3.94379e-11	3.75109e-11	-5.39852e-12	1.64088e-11	1.2543e-13	9.46338e-14	-1.8208e-13	2.45169e-13	
1.42669e-09	6.58921e-10	-9.82761e-10	8.85059e-10	4.00055e-11	3.80507e-11	-5.47621e-12	1.66449e-11	1.27235e-13	9.59956e-14	-1.847e-13	2.48698e-13	
1.44686e-09	6.68237e-10	-9.96656e-10	8.97572e-10	4.05711e-11	3.85887e-11	-5.55363e-12	1.68802e-11	1.29034e-13	9.73528e-14	-1.87312e-13	2.52214e-13	
1.46696e-09	6.77518e-10	-1.0105e-09	9.10038e-10	4.11345e-11	3.91246e-11	-5.63076e-12	1.71147e-11	1.30826e-13	9.87049e-14	-1.89913e-13	2.55717e-13	
1.48697e-09	6.8676e-10	-1.02428e-09	9.22451e-10	4.16956e-11	3.96583e-11	-5.70757e-12	1.73481e-11	1.3261e-13	1.00051e-13	-1.92504e-13	2.59205e-13	
1.50689e-09	6.95959e-10	-1.038e-09	9.34808e-10	4.22542e-11	4.01895e-11	-5.78402e-12	1.75805e-11	1.34387e-13	1.01392e-13	-1.95082e-13	2.62677e-13	
1.5267e-09	7.05113e-10	-1.05165e-09	9.47103e-10	4.28099e-11	4.07181e-11	-5.8601e-12	1.78117e-11	1.36154e-13	1.02725e-13	-1.97648e-13	2.66132e-13	
1.54642e-09	7.14217e-10	-1.06523e-09	9.59331e-10	4.33627e-11	4.12439e-11	-5.93576e-12	1.80417e-11	1.37912e-13	1.04051e-13	-2.002e-13	2.69568e-13	
1.56602e-09	7.23268e-10	-1.07873e-09	9.71489e-10	4.39122e-11	4.17666e-11	-6.01099e-12	1.82704e-11	1.3966e-13	1.0537e-13	-2.02737e-13	2.72984e-13	
1.58549e-09	7.32264e-10	-1.09215e-09	9.83572e-10	4.44584e-11	4.2286e-11	-6.08575e-12	1.84976e-11	1.41397e-13	1.06681e-13	-2.05259e-13	2.7638e-13	
1.60484e-09	7.412e-10	-1.10548e-09	9.95576e-10	4.50009e-11	4.28021e-11	-6.16002e-12	1.87234e-11	1.43122e-13	1.07983e-13	-2.07764e-13	2.79752e-13	
1.62406e-09	7.50075e-10	-1.11871e-09	1.0075e-09	4.55397e-11	4.33146e-11	-6.23377e-12	1.89475e-11	1.44836e-13	1.09275e-13	-2.10251e-13	2.83102e-13	
1.64313e-09	7.58883e-10	-1.13185e-09	1.01933e-09	4.60745e-11	4.38232e-11	-6.30698e-12	1.917e-11	1.46537e-13	1.10559e-13	-2.12721e-13	2.86426e-13	
1.66205e-09	7.67623e-10	-1.14489e-09	1.03107e-09	4.66052e-11	4.4328e-11	-6.37962e-12	1.93908e-11	1.48225e-13	1.11832e-13	-2.1517e-13	2.89725e-13	
1.68082e-09	7.76292e-10	-1.15782e-09	1.04271e-09	4.71315e-11	4.48286e-11	-6.45166e-12	1.96098e-11	1.49899e-13	1.13095e-13	-2.176e-13	2.92997e-13	
1.69943e-09	7.84887e-10	-1.17064e-09	1.05426e-09	4.76533e-11	4.53249e-11	-6.52309e-12	1.98269e-11	1.51558e-13	1.14347e-13	-2.2001e-13	2.96241e-13	
1.71787e-09	7.93405e-10	-1.18334e-09	1.0657e-09	4.81704e-11	4.58167e-11	-6.59388e-12	2.00421e-11	1.53203e-13	1.15588e-13	-2.22397e-13	2.99456e-13	
1.73614e-09	8.01843e-10	-1.19592e-09	1.07703e-09	4.86827e-11	4.6304e-11	-6.66401e-12	2.02552e-11	1.54832e-13	1.16817e-13	-2.24762e-13	3.02641e-13	
1.75424e-09	8.10198e-10	-1.20839e-09	1.08825e-09	4.919e-11	4.67865e-11	-6.73345e-12	2.04663e-11	1.56446e-13	1.18035e-13	-2.27104e-13	3.05794e-13	
1.77214e-09	8.18469e-10	-1.22072e-09	1.09936e-09	4.96922e-11	4.72641e-11	-6.80219e-12	2.06752e-11	1.58043e-13	1.1924e-13	-2.29423e-13	3.08916e-13	
1.78986e-09	8.26653e-10	-1.23293e-09	1.11035e-09	5.01891e-11	4.77367e-11	-6.8702e-12	2.08819e-11	1.59623e-13	1.20432e-13	-2.31717e-13	3.12005e-13	
1.80739e-09	8.34747e-10	-1.245e-09	1.12123e-09	5.06805e-11	4.82041e-11	-6.93747e-12	2.10864e-11	1.61186e-13	1.21611e-13	-2.33986e-13	3.1506e-13	
1.82471e-09	8.42749e-10	-1.25694e-09	1.13197e-09	5.11663e-11	4.86662e-11	-7.00398e-12	2.12886e-11	1.62731e-13	1.22777e-13	-2.36229e-13	3.1808e-13	
1.84184e-09	8.50658e-10	-1.26873e-09	1.1426e-09	5.16465e-11	4.91229e-11	-7.0697e-12	2.14883e-11	1.64258e-13	1.23929e-13	-2.38446e-13	3.21065e-13	
1.85875e-09	8.5847e-10	-1.28038e-09	1.15309e-09	5.21208e-11	4.95741e-11	-7.13463e-12	2.16857e-11	1.65767e-13	1.25067e-13	-2.40635e-13	3.24014e-13	
1.87546e-09	8.66185e-10	-1.29189e-09	1.16345e-09	5.25892e-11	5.00196e-11	-7.19875e-12	2.18806e-11	1.67256e-13	1.26191e-13	-2.42798e-13	3.26925e-13	
1.89195e-09	8.738e-10	-1.30325e-09	1.17368e-09	5.30516e-11	5.04593e-11	-7.26204e-12	2.20729e-11	1.68727e-13	1.273e-13	-2.44933e-13	3.298e-13	
1.90821e-09	8.81314e-10	-1.31445e-09	1.18377e-09	5.35077e-11	5.08932e-11	-7.32448e-12	2.22627e-11	1.70178e-13	1.28395e-13	-2.47039e-13	3.32636e-13	
1.92426e-09	8.88725e-10	-1.32551e-09	1.19373e-09	5.39577e-11	5.13212e-11	-7.38607e-12	2.24499e-11	1.71609e-13	1.29475e-13	-2.49116e-13	3.35433e-13	
1.94008e-09	8.96031e-10	-1.3364e-09	1.20354e-09	5.44013e-11	5.17431e-11	-7.44679e-12	2.26345e-11	1.7302e-13	1.30539e-13	-2.51164e-13	3.3819e-13	
1.95567e-09	9.03231e-10	-1.34714e-09	1.21321e-09	5.48384e-11	5.21589e-11	-7.50663e-12	2.28164e-11	1.7441e-13	1.31588e-13	-2.53182e-13	3.40908e-13	
1.97103e-09	9.10325e-10	-1.35772e-09	1.22274e-09	5.52691e-11	5.25685e-11	-7.56559e-12	2.29956e-11	1.7578e-13	1.32622e-13	-2.55171e-13	3.43585e-13	
1.98615e-09	9.1731e-10	-1.36814e-09	1.23212e-09	5.56932e-11	5.29719e-11	-7.62363e-12	2.3172e-11	1.77128e-13	1.33639e-13	-2.57129e-13	3.46221e-13	
2.00104e-09	9.24185e-10	-1.37839e-09	1.24136e-09	5.61106e-11	5.33689e-11	-7.68077e-12	2.33457e-11	1.78456e-13	1.34641e-13	-2.59056e-13	3.48816e-13	
2.01568e-09	9.3095e-10	-1.38848e-09	1.25044e-09	5.65213e-11	5.37596e-11	-7.737e-12	2.35166e-11	1.79762e-13	1.35626e-13	-2.60952e-13	3.5137e-13	
2.03009e-09	9.37603e-10	-1.39841e-09	1.25938e-09	5.69253e-11	5.41438e-11	-7.79229e-12	2.36847e-11	1.81047e-13	1.36596e-13	-2.62817e-13	3.53881e-13	
2.04425e-09	9.44144e-10	-1.40816e-09	1.26817e-09	5.73224e-11	5.45215e-11	-7.84666e-12	2.38499e-11	1.8231e-13	1.37549e-13	-2.64651e-13	3.5635e-13	
2.05817e-09	9.50573e-10	-1.41775e-09	1.2768e-09	5.77127e-11	5.48927e-11	-7.90008e-12	2.40123e-11	1.83551e-13	1.38485e-13	-2.66453e-13	3.58776e-13	
